Male,Asian,White,Black,top,right,bottom,left
0.9632269007200306,0.34001493466832905,0.5111324933421043,0.0025573255357144776,461,1556,536,1481
0.07210446541778591,0.07928006691476712,0.0181372702179643,0.20818895847094993,484,563,574,474
0.0568564765609072,0.02487552781485782,0.9423061080330711,0.015996704116193097,418,1258,470,1207
0.9441261668323843,0.04728671634217085,0.024733482541293643,0.6223725421048578,350,1053,386,1017
0.9634789160296218,0.008841326088406218,0.8653080196311932,0.00033153524277510367,378,892,486,784
0.2282408049115046,0.05097334638088479,0.02433848525208921,0.36419504163749966,395,1471,447,1420
0.9887519294064383,0.01708587134633258,0.9209335010522437,0.0023348469226340015,330,901,366,865
0.9536467607527634,0.11710224148650408,0.009862215236602327,0.3119717697771165,353,664,396,621
0.9626854223711718,0.011819163384783879,0.7825533035862353,0.0010090328143480324,319,1144,362,1101
0.6282602558986722,0.09343162770958141,0.01880159023217084,0.7014301664948706,426,681,488,619
0.044834452490819694,0.1116840527991529,0.2755276594672791,0.011555655561685857,374,297,410,261
0.9774889656747473,0.01136170936036121,0.023043133200000954,0.7823964757538474,348,794,391,751
0.2504532033550793,0.22447621302368403,0.8511657923490853,0.0008313453157495692,523,1262,585,1199
0.1252704467391449,0.3725776878264419,0.002528673692857349,0.2730748209667197,350,1201,386,1165
0.18650597559233018,0.06724920827352197,0.021119792960579926,0.3761589522533277,294,1413,330,1377
0.9936333839831926,0.008187378470122523,0.977738687296369,0.0002994696929868795,346,269,382,233
0.09289746759792733,0.006835696940824887,0.12933077897432424,0.0473201463510566,382,156,425,112
0.6993035935978282,0.1261009473093248,0.0032248655888615627,0.7725728418797396,326,1089,362,1053
0.06653708942242693,0.012705562441697682,0.5363228901521567,0.009260380620067819,372,1312,415,1269
0.7036585980397944,0.00011778639513456625,0.9979662017052289,0.0026484005597299464,343,982,395,930
0.9864688077441909,0.0027366683264727796,0.45314627482651176,0.007389224511387252,415,1867,504,1778
